N_unmapped	1605735	1605735	1605735
N_multimapping	29782	29782	29782
N_noFeature	136892	146569	146547
N_ambiguous	2306	989	1004
ENSG00000231565	0	0	0
ENSG00000215270	0	0	0
ENSG00000198445	0	0	0
ENSG00000279442	16	11	5
ENSG00000253460	0	0	0
ENSG00000189295	1	1	0
ENSG00000220248	0	0	0
ENSG00000233995	0	0	0
ENSG00000240122	56	31	25
ENSG00000235969	0	0	0
ENSG00000226444	0	0	0
ENSG00000236235	0	0	0
ENSG00000230481	0	0	0
ENSG00000283633	0	0	0
ENSG00000225293	0	0	0
ENSG00000283535	0	0	0
ENSG00000249288	1	0	1
ENSG00000229658	0	0	0
ENSG00000272872	0	0	0
ENSG00000237358	0	0	0
ENSG00000235343	0	0	0
ENSG00000288262	0	0	0
ENSG00000226474	0	0	0
ENSG00000236097	0	0	0
ENSG00000259271	0	0	0
ENSG00000184624	24	13	11
ENSG00000234381	0	0	0
ENSG00000229286	0	0	0
ENSG00000223875	10	5	5
ENSG00000237689	0	0	0
ENSG00000283023	41	17	24
ENSG00000254264	0	0	0
ENSG00000273362	0	0	0
ENSG00000267338	0	0	0
ENSG00000280341	10	6	4
ENSG00000253691	0	0	0
ENSG00000249263	0	0	0
ENSG00000234121	0	0	0
ENSG00000227367	0	0	0
ENSG00000271672	0	0	0
ENSG00000230471	0	0	0
ENSG00000225480	0	0	0
ENSG00000226160	0	0	0
ENSG00000228122	0	0	0
ENSG00000224435	0	0	0
ENSG00000237835	0	0	0
ENSG00000273244	0	0	0
ENSG00000270226	0	0	0
ENSG00000279973	0	0	0
ENSG00000233866	0	0	0
ENSG00000285045	0	0	0
ENSG00000287285	0	0	0
ENSG00000253481	0	0	0
ENSG00000275772	0	0	0
ENSG00000099917	6	4	2
ENSG00000283047	56	33	23
ENSG00000241717	0	0	0
ENSG00000211667	0	0	0
ENSG00000229770	0	0	0
ENSG00000211668	0	0	0
ENSG00000288024	0	0	0
ENSG00000280025	0	0	0
ENSG00000184792	1	0	1
ENSG00000279848	0	0	0
ENSG00000287034	0	0	0
ENSG00000240591	1	0	1
ENSG00000231392	0	0	0
ENSG00000276400	1	0	1
ENSG00000233733	0	3	2
ENSG00000236858	0	0	0
ENSG00000232530	1	0	1
ENSG00000280356	3	1	2
ENSG00000185666	6	1	5
ENSG00000227880	0	0	0
ENSG00000226573	2	1	1
ENSG00000231933	0	0	0
ENSG00000227813	0	0	0
ENSG00000214526	46	22	24
ENSG00000223704	2	1	1
ENSG00000099985	0	0	0
ENSG00000235271	0	0	0
ENSG00000185721	147	72	75
ENSG00000235786	0	0	0
ENSG00000238195	0	0	0
ENSG00000231405	0	0	0
ENSG00000234891	0	0	0
ENSG00000176635	0	0	0
ENSG00000100225	95	47	48
ENSG00000100365	0	0	0
ENSG00000235485	0	0	0
ENSG00000244625	2	0	2
ENSG00000230866	11	5	6
ENSG00000198089	14	10	9
ENSG00000229169	0	0	0
ENSG00000224027	0	0	0
ENSG00000100346	0	0	0
ENSG00000225971	43	23	20
ENSG00000279159	11	18	17
ENSG00000100354	117	62	55
ENSG00000214093	336	175	161
ENSG00000224404	2	1	1
ENSG00000232464	0	0	0
ENSG00000279440	0	0	0
ENSG00000227117	0	0	0
ENSG00000279699	1	0	1
ENSG00000175329	0	0	0
ENSG00000100294	0	0	0
ENSG00000234979	0	0	0
ENSG00000234735	60	37	23
ENSG00000100170	0	0	0
ENSG00000206195	3	3	0
ENSG00000236464	0	0	0
ENSG00000268812	0	0	0
ENSG00000287773	0	0	0
ENSG00000176177	0	0	0
ENSG00000236054	0	0	0
ENSG00000128342	0	0	0
ENSG00000215333	67	35	32
ENSG00000232346	171	80	91
ENSG00000285404	0	0	0
ENSG00000235091	0	0	0
ENSG00000100307	8	8	0
ENSG00000100344	0	0	0
ENSG00000286801	0	0	0
ENSG00000232050	0	0	0
ENSG00000186976	2	1	1
ENSG00000287817	0	0	0
ENSG00000236867	2	1	1
ENSG00000054611	41	23	18
ENSG00000183822	0	0	0
ENSG00000232897	0	0	0
ENSG00000280199	0	0	0
ENSG00000281732	0	0	0
ENSG00000235154	0	0	0
ENSG00000100426	0	0	0
ENSG00000056487	0	0	0
ENSG00000227201	0	0	0
ENSG00000231801	2	0	2
ENSG00000233179	0	0	0
ENSG00000224715	0	0	0
ENSG00000100316	1072	528	544
ENSG00000278881	0	0	0
ENSG00000234884	3	1	2
ENSG00000075218	2	0	2
ENSG00000184708	0	0	0
ENSG00000214727	22	13	9
ENSG00000228807	3	1	2
ENSG00000236052	0	0	0
ENSG00000234300	0	0	0
ENSG00000288540	0	0	0
ENSG00000248405	0	0	0
ENSG00000226024	0	0	0
ENSG00000279494	1	1	0
ENSG00000273192	0	0	0
ENSG00000188064	0	0	0
ENSG00000100347	0	0	0
ENSG00000229673	0	0	0
ENSG00000075234	0	0	0
ENSG00000237316	0	0	0
ENSG00000236132	4	2	2
ENSG00000230922	0	0	0
ENSG00000279182	0	0	0
ENSG00000236117	0	0	0
ENSG00000223730	43	19	24
ENSG00000100372	78	36	42
ENSG00000273289	0	0	0
ENSG00000100106	2	0	2
ENSG00000224192	0	0	0
ENSG00000260613	0	0	0
ENSG00000228839	0	0	0
ENSG00000205634	0	0	0
ENSG00000100304	0	0	0
ENSG00000231010	0	0	0
ENSG00000286393	0	0	0
ENSG00000285722	0	0	2
ENSG00000213279	1	0	1
ENSG00000287225	0	0	0
ENSG00000186654	3	1	2
ENSG00000100150	15	5	10
ENSG00000235647	0	0	0
ENSG00000205632	0	0	0
ENSG00000198355	0	0	0
ENSG00000093000	0	0	0
ENSG00000277232	0	0	0
ENSG00000205593	25	14	11
ENSG00000130638	177	76	101
ENSG00000279345	4	4	0
ENSG00000280312	0	0	0
ENSG00000279597	0	0	0
ENSG00000279712	3	1	2
ENSG00000225676	0	0	0
ENSG00000279833	0	0	0
ENSG00000280224	0	0	0
ENSG00000100422	61	32	29
ENSG00000100239	1	1	0
ENSG00000238192	0	0	0
ENSG00000183530	27	10	17
ENSG00000188636	30	16	14
ENSG00000241990	0	0	0
ENSG00000279954	0	0	0
ENSG00000133477	0	1	0
ENSG00000235347	0	0	0
ENSG00000280424	0	0	0
ENSG00000226954	0	0	0
ENSG00000229409	0	0	0
ENSG00000100362	0	0	0
ENSG00000182858	0	0	0
ENSG00000100321	0	0	0
ENSG00000279642	0	0	0
ENSG00000100095	30	13	17
ENSG00000279175	6	3	3
ENSG00000100360	31	34	32
ENSG00000286381	0	0	0
ENSG00000100311	0	0	0
ENSG00000186732	0	0	0
ENSG00000273243	0	0	0
ENSG00000138964	0	0	0
ENSG00000224856	66	38	28
ENSG00000182257	0	0	2
ENSG00000233574	0	0	0
ENSG00000100290	0	0	0
ENSG00000278890	1	0	1
ENSG00000100271	0	0	0
ENSG00000235111	0	0	0
ENSG00000285623	0	0	0
ENSG00000286485	0	20	15
ENSG00000280216	0	0	0
ENSG00000226741	0	0	0
ENSG00000130943	0	0	0
ENSG00000229275	0	0	0
ENSG00000236611	0	0	0
ENSG00000100124	2	3	3
ENSG00000227009	19	9	10
ENSG00000100300	0	0	0
ENSG00000280434	10	8	8
ENSG00000226142	48	15	35
ENSG00000223726	0	0	0
ENSG00000230769	35	14	21
ENSG00000212939	0	0	0
ENSG00000230319	1	1	0
ENSG00000236272	0	0	0
ENSG00000279933	1	1	0
ENSG00000236079	0	0	0
ENSG00000237387	1	0	1
ENSG00000187012	0	0	0
ENSG00000280445	0	0	0
ENSG00000279914	0	0	0
ENSG00000213888	3	2	1
ENSG00000172404	0	0	0
ENSG00000231369	848	412	436
ENSG00000234892	0	0	0
ENSG00000253590	0	0	0
ENSG00000233603	0	0	0
ENSG00000224003	0	0	0
ENSG00000273145	0	0	0
ENSG00000228194	97	45	52
ENSG00000224794	0	0	0
ENSG00000100105	2	2	0
ENSG00000231711	2	1	1
ENSG00000223843	2	1	1
ENSG00000138944	0	0	0
ENSG00000203527	1	1	0
ENSG00000232655	0	0	0
ENSG00000280011	7	9	4
ENSG00000196236	9	4	6
ENSG00000183579	0	0	0
ENSG00000220702	0	0	0
ENSG00000100266	0	0	0
ENSG00000285855	0	0	0
ENSG00000280080	1	1	0
ENSG00000285707	0	0	0
ENSG00000278960	0	0	0
ENSG00000276138	0	0	0
ENSG00000276871	2	2	0
ENSG00000278188	0	0	0
ENSG00000277248	0	0	0
ENSG00000280263	0	0	0
ENSG00000252267	0	0	0
ENSG00000222585	0	0	0
ENSG00000200443	0	0	0
ENSG00000206615	0	0	0
ENSG00000223056	0	0	0
ENSG00000242251	0	0	0
ENSG00000252909	0	0	0
ENSG00000201209	0	0	0
ENSG00000199248	4	2	2
ENSG00000199797	0	0	0
ENSG00000276162	0	0	0
ENSG00000266533	0	0	0
ENSG00000275818	0	0	0
ENSG00000284082	0	0	0
ENSG00000277771	0	0	0
ENSG00000209482	0	0	0
ENSG00000276753	0	0	0
ENSG00000209480	0	0	0
ENSG00000263764	0	0	0
ENSG00000223142	0	0	0
ENSG00000266887	0	0	0
ENSG00000266508	0	0	0
ENSG00000264139	0	0	0
ENSG00000251890	0	0	0
ENSG00000266594	0	0	0
ENSG00000273979	0	0	0
ENSG00000200683	0	0	0
ENSG00000201078	0	0	0
ENSG00000231467	0	0	0
ENSG00000230120	0	0	0
ENSG00000275656	0	0	0
ENSG00000254127	0	0	0
ENSG00000242082	0	0	0
ENSG00000214076	0	0	0
ENSG00000273325	0	0	0
ENSG00000234626	0	0	0
ENSG00000128276	0	0	0
ENSG00000271093	0	0	0
ENSG00000205853	12	7	5
ENSG00000274617	0	0	0
ENSG00000274170	0	0	0
ENSG00000230736	0	0	0
ENSG00000243519	0	0	0
ENSG00000241954	0	0	0
ENSG00000232218	0	0	0
ENSG00000100220	0	0	0
ENSG00000128245	194	108	86
ENSG00000227519	0	0	0
ENSG00000240647	0	0	0
ENSG00000128254	5	3	2
ENSG00000230203	378	209	169
ENSG00000128203	0	0	0
ENSG00000100104	1	0	1
ENSG00000100109	1	0	1
ENSG00000221760	0	0	0
ENSG00000213707	183	89	94
ENSG00000286326	0	0	0
ENSG00000100122	0	0	0
ENSG00000196431	0	0	0
ENSG00000252412	0	0	0
ENSG00000287236	2	2	0
ENSG00000235237	0	0	0
ENSG00000133466	0	0	0
